成绩序号	玩家名字	铺面ID	RANK状态	完成状态	原分数	原pp	新分数	新pp
653	drugs520	0	-1	False	25800	0.0	25800	0
654	drugs520	0	-1	False	17260	0.0	17260	0
655	drugs520	0	-1	False	55470	1168.75	55470	0
656	drugs520	0	-1	False	21810	0.0	21810	0
657	drugs520	0	-1	False	32890	0.0	32890	0
658	drugs520	0	-1	False	56150	1243.13	56150	0
659	drugs520	0	-1	False	22740	0.0	22740	0
660	drugs520	0	-1	False	19790	0.0	19790	0
661	drugs520	0	-1	False	19940	0.0	19940	0
662	drugs520	0	-1	False	22980	0.0	22980	0
663	drugs520	0	-1	False	15490	0.0	15490	0
664	drugs520	0	-1	False	18970	0.0	18970	0
665	drugs520	0	-1	False	18640	0.0	18640	0
666	drugs520	0	-1	False	25350	0.0	25350	0
667	drugs520	0	-1	False	23710	0.0	23710	0
668	drugs520	0	-1	False	20090	0.0	20090	0
669	drugs520	0	-1	False	15090	0.0	15090	0
670	drugs520	0	-1	False	22390	0.0	22390	0
671	drugs520	0	-1	False	20190	0.0	20190	0
672	drugs520	0	-1	False	19560	0.0	19560	0
673	drugs520	0	-1	False	18060	0.0	18060	0
674	drugs520	0	-1	True	31500	1031.19	31500	0
675	drugs520	0	-1	True	26050	927.912	26050	0
676	drugs520	0	-1	False	29390	0.0	29390	0
677	drugs520	0	-1	False	29590	0.0	29590	0
678	drugs520	0	-1	False	29200	0.0	29200	0
679	drugs520	0	-1	False	29620	0.0	29620	0
680	drugs520	0	-1	False	29990	0.0	29990	0
681	drugs520	0	-1	False	28960	0.0	28960	0
682	drugs520	0	-1	False	50900	0.0	50900	0
683	drugs520	0	-1	False	60700	0.0	60700	0
684	drugs520	0	-1	False	56400	0.0	56400	0
685	drugs520	0	-1	False	107300	1468.49	107300	0
686	drugs520	0	-1	False	28300	0.0	28300	0
687	drugs520	0	-1	True	108900	1718.81	108900	0
688	drugs520	137121	0	False	103000	0.0	103000	0
689	My angel arily	0	-1	False	125580	0.0	125580	0
690	drugs520	1192807	5	False	234460	0.0	234460	0
691	drugs520	0	-1	False	24200	0.0	24200	0
692	drugs520	0	-1	False	89210	0.0	89210	0
693	drugs520	0	-1	True	148150	1410.19	148150	0
694	My angel arily	555797	2	True	498810	547.752	498810	421.6661682128906
695	My angel arily	1531739	0	True	28200	2833.85	1700	0.001
696	drugs520	0	-1	True	72030	541.842	72030	0
697	drugs520	0	-1	False	31360	0.0	31360	0
698	drugs520	0	-1	False	14460	0.0	14460	0
699	My angel arily	1016169	2	False	84250	0.0	84250	0
700	drugs520	0	-1	False	18070	0.0	18070	0
701	drugs520	0	-1	True	50500	976.548	50500	0
702	drugs520	0	-1	False	34340	0.0	34340	0
703	drugs520	0	-1	False	26350	0.0	26350	0
704	drugs520	0	-1	False	59750	0.0	59750	0
705	drugs520	0	-1	True	54870	1131.63	54870	0
706	drugs520	0	-1	False	22160	0.0	22160	0
707	drugs520	0	-1	True	54960	1573.95	54960	0
708	drugs520	0	-1	True	257450	718.57	257450	0
709	drugs520	0	-1	False	22420	123.235	22420	0
710	My angel arily	999720	5	False	183650	0.0	183650	0
711	drugs520	0	-1	False	23120	158.022	23120	0
712	drugs520	0	-1	False	14870	199.649	14870	0
713	drugs520	0	-1	True	18770	411.664	18770	0
