成绩序号	玩家名字	铺面ID	RANK状态	完成状态	原分数	原pp	新分数	新pp
119	Inazuma永遠的神	2118443	2	False	2470547	0.0	2470547	0
120	Inazuma永遠的神	2118443	2	True	4140494	413.926	4140494	413.9257507324219
121	Inazuma永遠的神	1829038	2	False	1264334	0.0	1264334	0
122	Inazuma永遠的神	1897567	2	False	1904445	0.0	1904445	0
123	arily	1690353	2	True	6989520	316.448	6989520	316.447509765625
124	孙一峰	0	-1	True	5714248	0.0	5714248	0
125	秘制小汉堡	0	-1	True	5844418	0.0	5844418	0
126	Inazuma永遠的神	0	-1	False	4994980	0.0	4994980	0
127	arily	1690353	2	False	6902030	0.0	6902030	0
128	孙一峰	0	-1	True	5597376	0.0	5597376	0
129	秘制小汉堡	0	-1	True	25824024	0.0	25824024	0
130	arily	0	-1	True	6626092	0.0	6626092	0
131	Yuans	1869937	2	True	458843	61.2055	458843	61.205535888671875
132	arily	0	-1	True	8369930	0.0	8369930	0
133	秘制小汉堡	0	-1	True	3941736	0.0	3941736	0
134	孙一峰	0	-1	True	1450246	0.0	1450246	0
135	Yuans	0	-1	True	1135538	0.0	1135538	0
136	arily	0	-1	True	4027400	0.0	4027400	0
137	arily	0	-1	False	4406940	0.0	4406940	0
138	秘制小汉堡	0	-1	False	463950	0.0	463950	0
